Gene,Probe,Pearson,MaxDiff,Tau,Euclid,AvgVar
ZRANB1,A_24_P389714,0.543,0.5802,0.3225,5.3308,0.329
NME2P1,A_23_P398005,0.543,0.6146,0.374,4.8822,0.376
ZNF518B,A_32_P144421,0.5428,0.6201,0.3736,4.7159,0.375
LOC100292880,CUST_52_PI416379584,0.5428,0.4332,0.1676,8.1785,0.17
C7orf50,A_23_P134477,0.5428,0.6304,0.4026,4.4704,0.405
ACTR10,A_23_P151690,0.5428,0.6298,0.3843,4.555,0.384
UQCRH,A_32_P54137,0.5428,0.6074,0.3952,6.7291,0.397
SPG20,A_23_P392541,0.5427,0.6636,0.3753,4.878,0.375
ACAT1,A_23_P24515,0.5427,0.6721,0.3587,5.9667,0.359
C3orf25,A_32_P99753,0.5427,0.5172,0.2604,6.6264,0.269
HIST1H3B,A_24_P174924,0.5426,0.6025,0.3682,5.33,0.365
CHRNA5,A_23_P88691,0.5425,0.5251,0.282,12.4493,0.281
ZFP112,A_23_P107724,0.5425,0.6243,0.3462,4.4941,0.344
DHFRL1,A_24_P186065,0.5425,0.631,0.3358,5.7626,0.334
IMMT,A_23_P39844,0.5425,0.6582,0.3905,4.4232,0.39
TNNI3,CUST_15712_PI416261804,0.5425,0.6134,0.3482,11.8246,0.346
IK,A_23_P133245,0.5425,0.585,0.3036,3.8511,0.304
PTP4A3,A_23_P112774,0.5424,0.6449,0.3646,4.3713,0.363
DNAL1,CUST_4901_PI416261804,0.5424,0.5838,0.2947,4.8059,0.291
JTB,A_23_P34983,0.5423,0.68,0.3947,7.8021,0.4
CDC25B,A_23_P210726,0.5423,0.6388,0.3438,8.5756,0.35
TYW1,A_23_P215198,0.5423,0.5808,0.3316,5.1281,0.332
C8orf44,A_23_P168965,0.5422,0.6443,0.3834,5.5651,0.384
ZNF816A,CUST_252_PI416379584,0.5422,0.6552,0.3928,6.0809,0.4
MAST2,A_23_P126008,0.5422,0.6074,0.3401,6.3156,0.337
C1orf59,CUST_6652_PI416261804,0.5422,0.5771,0.3353,6.8694,0.338
AMAC1L3,CUST_8465_PI416261804,0.5421,0.6455,0.361,6.2828,0.369
ALAS1,A_24_P191588,0.5421,0.6038,0.3626,8.0891,0.374
PAF1,A_24_P216087,0.542,0.6292,0.3562,5.9655,0.36
LOC100129434,CUST_265_PI417507815,0.542,0.6576,0.3843,4.2984,0.387
RABIF,A_23_P63503,0.542,0.608,0.3709,4.2494,0.371
C1orf9,CUST_5003_PI416261804,0.542,0.6207,0.3598,4.3025,0.369
ACRC,A_23_P171237,0.542,0.5856,0.3735,5.3681,0.375
RAGE,A_23_P76731,0.542,0.5372,0.2815,4.8303,0.288
FTHL17,A_23_P148410,0.5419,0.5856,0.3207,7.3993,0.317
CCDC46,CUST_6078_PI416261804,0.5419,0.5336,0.2607,8.8174,0.259
ATL3,CUST_6980_PI416261804,0.5419,0.6503,0.3838,5.156,0.385
FANCI,A_23_P375104,0.5419,0.6407,0.3946,7.2797,0.395
OR13C5,CUST_239_PI416379584,0.5418,0.5626,0.3016,10.2343,0.308
ATP8B2,A_32_P185229,0.5418,0.5681,0.3178,6.5399,0.314
UBE2CBP,CUST_9357_PI416261804,0.5417,0.6624,0.3957,6.5916,0.396
NOL7,A_23_P82068,0.5417,0.6322,0.3402,3.7462,0.34
ZNF454,CUST_1289_PI416261804,0.5417,0.6025,0.3626,4.2005,0.36
F3,A_23_P126782,0.5417,0.5668,0.3561,11.4556,0.356
NLGN2,A_23_P207125,0.5417,0.5892,0.3553,4.365,0.356
CREG1,A_23_P85742,0.5416,0.6685,0.4085,4.9565,0.409
GPBP1L1,A_23_P593,0.5416,0.663,0.4029,4.8357,0.407
RBM22,A_23_P92895,0.5416,0.6691,0.3831,4.3437,0.393
EIF1AX,A_23_P35194,0.5416,0.6655,0.3923,3.2734,0.394
RPL29,A_32_P204019,0.5415,0.6394,0.3676,5.1752,0.368
GBA2,A_32_P464568,0.5415,0.6661,0.3922,7.0749,0.392
GALNT1,CUST_8544_PI416261804,0.5414,0.6552,0.3615,3.4005,0.36
LSM6,A_23_P259451,0.5414,0.631,0.3546,4.3685,0.355
METT11D1,A_23_P205529,0.5414,0.6806,0.3856,3.811,0.389
EIF3L,A_32_P76399,0.5414,0.6304,0.3649,6.7684,0.366
HMG20A,CUST_10579_PI416261804,0.5414,0.5838,0.3991,4.2942,0.401
HMGB1,A_23_P99980,0.5413,0.66,0.3784,4.6931,0.378
PHF21A,A_23_P202715,0.5412,0.6092,0.3598,4.328,0.358
DNAJC21,A_24_P453740,0.5411,0.6685,0.3903,5.4034,0.389
ITSN2,A_23_P434347,0.5409,0.605,0.3343,4.6797,0.33
TRIP4,A_23_P152028,0.5409,0.6213,0.3266,3.4345,0.325
IFITM4P,CUST_7369_PI416261804,0.5409,0.6195,0.3788,5.2823,0.383
CTSA,A_24_P74371,0.5409,0.6473,0.3945,4.7033,0.395
KIF22,A_23_P54622,0.5408,0.6279,0.3709,4.5656,0.371
MYSM1,CUST_1364_PI416379584,0.5408,0.608,0.3825,5.5121,0.386
HLA-A,A_23_P408353,0.5408,0.5874,0.3194,6.3401,0.319
CKB,A_24_P61537,0.5408,0.5408,0.3776,5.9085,0.378
SRRM1,A_24_P11131,0.5407,0.6267,0.3422,4.3341,0.341
SPNS3,A_23_P100963,0.5407,0.5644,0.334,11.3319,0.336
LEFTY1,A_23_P160336,0.5407,0.6437,0.3892,8.6472,0.391
MFAP4,A_23_P164057,0.5407,0.5487,0.3542,8.8671,0.355
SMTN,A_23_P211428,0.5406,0.6576,0.391,7.032,0.39
AVPR1A,A_23_P25246,0.5406,0.5354,0.3153,8.1032,0.317
EGFR,A_23_P215790,0.5405,0.582,0.3543,7.9973,0.356
ZNF268,A_23_P255591,0.5405,0.6056,0.3583,4.2273,0.361
MYCNOS,CUST_2721_PI416261804,0.5405,0.6025,0.3678,8.1847,0.375
TAF9B,A_23_P254790,0.5404,0.6552,0.3661,5.5618,0.373
BCORL2,CUST_11363_PI416261804,0.5404,0.6921,0.3774,24.6947,0.378
CCDC42B,A_24_P84099,0.5404,0.4198,0.1812,10.793,0.18
CD58,A_23_P138308,0.5403,0.6074,0.3519,6.6229,0.35
LOC100287415,CUST_15705_PI416261804,0.5403,0.6243,0.387,19.8001,0.393
NEBL,A_24_P398147,0.5403,0.5796,0.3448,4.9607,0.346
SLC2A9,A_23_P213014,0.5402,0.6334,0.3619,7.4898,0.368
LOC100132429,CUST_492_PI417507815,0.5401,0.4785,0.3071,7.0987,0.307
SLC22A6,A_23_P98616,0.54,0.6237,0.3935,13.3589,0.397
MAP3K13,A_23_P58031,0.5399,0.6509,0.3737,5.7281,0.386
SLC6A19,A_23_P62070,0.5399,0.6503,0.3728,11.1582,0.371
DNMT3A,CUST_12946_PI416261804,0.5399,0.5541,0.3383,5.4548,0.334
FCGRT,A_23_P55936,0.5399,0.5789,0.3383,4.8478,0.344
HEPN1,A_32_P210872,0.5398,0.6219,0.3542,9.0615,0.354
YPEL3,CUST_11825_PI416261804,0.5398,0.6322,0.3693,6.6794,0.378
ITGB3,A_24_P318656,0.5398,0.6146,0.3709,9.2173,0.372
SVIL,A_23_P35349,0.5397,0.4997,0.2338,7.0466,0.233
IGSF6,A_23_P106629,0.5397,0.6334,0.3574,10.6662,0.361
MLL5,A_24_P196704,0.5397,0.5953,0.3474,5.0387,0.344
ALDH3B1,A_24_P218688,0.5396,0.6963,0.397,6.2202,0.403
C1GALT1C1,A_23_P159839,0.5396,0.6818,0.3798,5.9774,0.38
MAP3K8,A_23_P23947,0.5396,0.6788,0.3647,7.3475,0.366
CCT8L2,CUST_956_PI416261804,0.5396,0.6443,0.3787,6.5697,0.383
RAP1GAP,A_24_P36890,0.5396,0.5929,0.3747,9.0022,0.379
SPRED2,A_32_P225854,0.5395,0.6521,0.3817,8.0505,0.392
PDRG1,A_23_P166159,0.5395,0.5953,0.3729,6.0375,0.376
C6orf70,A_32_P129527,0.5395,0.513,0.2538,4.3144,0.257
LOC645323,A_32_P127350,0.5394,0.6763,0.4042,6.4788,0.407
LOC100128079,A_32_P162746,0.5394,0.6503,0.36,9.1303,0.364
UPF1,A_24_P194154,0.5394,0.5566,0.3099,5.1484,0.308
FCGR3B,A_23_P126298,0.5393,0.663,0.3534,12.2701,0.355
CNOT6L,A_23_P110304,0.5393,0.6249,0.3638,4.1915,0.363
SUGT1,A_23_P162787,0.5393,0.6364,0.3784,4.3979,0.382
BLOC1S2,A_24_P295543,0.5393,0.6316,0.3796,5.0985,0.378
ELMOD3,A_23_P154256,0.5393,0.6528,0.3561,5.0288,0.354
IER2,A_32_P36235,0.5393,0.6092,0.3514,8.6242,0.348
DHRS11,A_23_P27005,0.5392,0.6388,0.3762,6.7808,0.383
CD274,A_23_P338479,0.5392,0.6352,0.3919,8.7073,0.392
FAM105B,A_23_P353106,0.5391,0.6854,0.4002,5.3294,0.403
YIPF5,A_24_P328969,0.5391,0.5808,0.3198,4.9816,0.318
LOC729143,CUST_6918_PI416261804,0.5391,0.5638,0.3913,4.9278,0.391
LOC728989,CUST_8426_PI416261804,0.539,0.5886,0.382,4.6909,0.381
ABHD11,A_23_P362712,0.5389,0.6582,0.4098,6.4978,0.412
C1orf158,A_23_P74668,0.5389,0.4906,0.2463,8.6327,0.246
CARS,A_24_P95439,0.5388,0.6419,0.3802,5.8186,0.382
SLC2A4,A_32_P151263,0.5388,0.5923,0.3577,8.8324,0.355
CCDC19,A_23_P62642,0.5388,0.4858,0.2234,9.5496,0.223
SEC14L2,CUST_1152_PI416573500,0.5387,0.6279,0.3657,4.9199,0.366
HSPA9,A_24_P77676,0.5387,0.6346,0.374,5.5047,0.372
TLR2,A_23_P92499,0.5387,0.6219,0.3715,11.5199,0.372
PDHB,CUST_820_PI416379584,0.5387,0.5953,0.3747,5.3308,0.375
KRBA2,CUST_208_PI416573500,0.5386,0.6552,0.354,5.5697,0.355
XRCC4,A_23_P122174,0.5386,0.6358,0.3521,4.0558,0.353
CHMP4B,A_23_P301732,0.5386,0.6425,0.3951,4.3159,0.401
CYTIP,A_23_P90626,0.5386,0.6122,0.3896,10.5384,0.392
MTMR9,A_24_P261052,0.5386,0.64,0.3687,4.5895,0.373
CUL7,A_23_P19348,0.5385,0.663,0.3755,5.6437,0.375
CLINT1,A_24_P12149,0.5385,0.6364,0.3625,4.2534,0.371
RHBDD1,A_24_P134834,0.5385,0.6407,0.3478,5.5638,0.348
RCL1,A_23_P9152,0.5385,0.6503,0.3876,4.5829,0.39
SYNCRIP,A_24_P791515,0.5385,0.5753,0.327,4.2144,0.325
AK055960,A_32_P104617,0.5385,0.5493,0.3096,4.6082,0.306
PARSN,CUST_7361_PI416261804,0.5385,0.6134,0.3593,6.9941,0.37
ZNF280D,CUST_722_PI416261804,0.5385,0.507,0.3137,3.7446,0.312
PAX4,A_23_P414211,0.5384,0.6715,0.3831,11.3672,0.389
PLXNA3,A_23_P11309,0.5384,0.5753,0.316,6.1562,0.315
MIS12,A_23_P78152,0.5384,0.654,0.3546,9.0122,0.356
POMGNT1,A_23_P96812,0.5384,0.634,0.3411,4.6598,0.338
LMAN2L,A_23_P142708,0.5384,0.5675,0.3731,5.7928,0.373
TCP11L1,CUST_12127_PI416261804,0.5383,0.68,0.4044,6.2199,0.404
INSM1,A_24_P31676,0.5383,0.6165,0.3693,6.9809,0.371
LYG1,A_23_P165707,0.5383,0.6128,0.3664,7.147,0.365
C1orf123,A_23_P23017,0.5382,0.5953,0.3501,4.216,0.35
AKR7A2,A_23_P115356,0.5382,0.5681,0.3218,4.4889,0.321
CSF2RA,A_23_P501985,0.5381,0.6667,0.3596,8.2826,0.361
KIAA0391,CUST_14910_PI416261804,0.5381,0.6824,0.3548,4.9532,0.366
ATP13A3,A_24_P183094,0.5381,0.5602,0.3636,4.881,0.362
SIK2,A_23_P138957,0.538,0.6461,0.3755,6.2171,0.383
SPN,A_23_P433760,0.538,0.6449,0.3469,9.3188,0.352
GOLGA1,A_23_P258972,0.538,0.6382,0.3386,3.9803,0.337
CDKL2,A_23_P259270,0.5378,0.5275,0.2938,4.4891,0.293
SPAG1,A_23_P146066,0.5378,0.5535,0.2908,8.1785,0.291
PNPLA4,A_23_P159797,0.5378,0.64,0.368,5.7329,0.374
LOC400891,A_23_P80200,0.5378,0.4156,0.2411,10.3603,0.243
PILRA,A_23_P31224,0.5376,0.5191,0.2772,7.1996,0.281
LOC100128822,A_32_P6172,0.5376,0.5892,0.3131,7.1583,0.313
ZNF844,CUST_8283_PI416261804,0.5376,0.6491,0.3836,5.0963,0.39
KIAA0146,A_23_P327013,0.5376,0.6195,0.3629,5.2067,0.361
C1orf43,A_23_P63243,0.5374,0.6564,0.3787,8.6276,0.381
GPN3,CUST_7068_PI416261804,0.5374,0.585,0.3302,4.9017,0.333
DNAJB11,A_23_P166899,0.5374,0.6449,0.385,3.5572,0.393
MKRN1,A_24_P410627,0.5374,0.6152,0.3547,5.379,0.356
MFSD8,A_24_P303080,0.5373,0.6376,0.3731,4.0652,0.382
MRPL28,A_23_P129513,0.5373,0.6352,0.391,4.9791,0.396
AGK,A_23_P309224,0.5372,0.6098,0.3315,4.5075,0.334
ENST00000320054,A_32_P59811,0.5372,0.6261,0.3354,3.9248,0.349
CDK5R2,A_23_P79323,0.5372,0.614,0.308,7.3187,0.31
PPP2R2A,A_23_P123539,0.5372,0.6552,0.3703,8.2823,0.377
CMTM8,A_23_P40880,0.5372,0.6806,0.412,5.5045,0.415
UBAC1,A_23_P60324,0.5372,0.608,0.3825,3.5818,0.383
CCNI2,CUST_472_PI416573500,0.5371,0.565,0.2902,5.7405,0.289
ARHGEF11,A_23_P426809,0.5371,0.6261,0.3671,6.9786,0.368
CNTNAP3,A_24_P418203,0.5371,0.654,0.3789,9.6162,0.377
COQ10A,A_23_P354798,0.5371,0.6382,0.3883,6.5612,0.388
SYCP2,A_24_P333644,0.537,0.5789,0.329,7.7289,0.33
CCR1,A_24_P148717,0.537,0.5995,0.3272,12.5624,0.328
RNF148,CUST_1902_PI416261804,0.537,0.4519,0.1961,9.6434,0.2
C18orf55,A_23_P78410,0.537,0.6679,0.3971,3.9744,0.398
PBXIP1,A_24_P79808,0.537,0.5826,0.352,9.1939,0.354
LSAMP,A_23_P301855,0.5369,0.6104,0.3649,4.5359,0.361
CBX7,A_23_P250735,0.5369,0.6171,0.3836,5.8999,0.393
ZNF281,A_23_P311087,0.5368,0.6703,0.3684,7.2382,0.371
SERGEF,A_24_P364087,0.5368,0.6213,0.3223,4.4681,0.323
MPP2,A_23_P394259,0.5368,0.6328,0.347,5.2469,0.348
CFL1,A_23_P35820,0.5368,0.6122,0.3455,6.022,0.348
GTF3C6,CUST_9650_PI416261804,0.5367,0.6546,0.3538,5.1098,0.356
ZNF804B,A_24_P102000,0.5367,0.5886,0.2902,8.139,0.295
ZNF83,CUST_6461_PI416261804,0.5367,0.6237,0.3547,3.3882,0.361
KRT24,A_23_P4387,0.5366,0.441,0.2166,7.7593,0.215
APPBP2,A_23_P207280,0.5366,0.6449,0.3617,3.7133,0.362
PSMB9,A_23_P111000,0.5366,0.634,0.3526,6.4351,0.351
ZFAND2B,A_24_P122891,0.5366,0.6376,0.3714,4.7549,0.374
WDR60,A_23_P157361,0.5366,0.6213,0.3626,7.2086,0.373
TESK1,A_23_P169178,0.5365,0.591,0.3297,5.1276,0.327
RFNG,A_24_P138912,0.5364,0.5826,0.3139,7.4593,0.325
GTF2F2,A_23_P14132,0.5364,0.6388,0.3677,4.3794,0.374
ZBTB2,A_23_P82108,0.5363,0.6025,0.3119,4.6872,0.316
THOC2,CUST_9074_PI416261804,0.5363,0.5844,0.3324,3.6947,0.333
SLC39A12,A_23_P24149,0.5363,0.5263,0.304,12.1104,0.3
SIDT2,A_23_P98402,0.5362,0.5868,0.3284,4.3921,0.327
BTBD1,A_23_P205830,0.5362,0.64,0.4025,3.7197,0.405
KDM3B,A_23_P7783,0.5362,0.6134,0.3489,3.6981,0.347
RAB39B,A_24_P408603,0.5362,0.6013,0.366,3.9713,0.366
LRRC28,CUST_2216_PI416261804,0.5361,0.6213,0.3553,4.8046,0.364
SMEK1,A_23_P218158,0.5361,0.5668,0.2975,4.4205,0.297
NUDT22,CUST_5874_PI416261804,0.536,0.6818,0.3875,5.1947,0.39
TMEM39A,A_23_P84334,0.536,0.6304,0.3658,5.3962,0.367
LOC730375,CUST_419_PI417507815,0.536,0.5523,0.3234,7.4854,0.321
SLC3A1,A_24_P217234,0.5359,0.637,0.3296,6.4902,0.332
NADSYN1,A_23_P35848,0.5359,0.6183,0.3457,6.0791,0.343
PWP2,A_23_P102925,0.5359,0.5796,0.3372,5.5831,0.339
POLE3,A_23_P135326,0.5359,0.6165,0.3761,4.8621,0.378
OGFOD1,A_23_P3775,0.5359,0.6122,0.3875,3.519,0.388
FAM132A,A_32_P75792,0.5359,0.6116,0.3924,8.8177,0.392
UTF1,A_23_P33141,0.5358,0.582,0.302,7.6702,0.312
LILRB4,CUST_916_PI416573500,0.5358,0.6497,0.3582,9.0277,0.36
UXT,A_23_P159663,0.5358,0.6092,0.3625,6.0823,0.362
WDR75,CUST_1660_PI416261804,0.5358,0.6189,0.3767,3.9564,0.388
TPM2,A_23_P20566,0.5358,0.5614,0.3251,6.9982,0.324
PJA1,A_23_P11244,0.5358,0.6152,0.3935,4.6581,0.393
CDCA7L,A_24_P274795,0.5357,0.6225,0.3593,7.4217,0.358
FGFR1OP2,A_24_P1545,0.5356,0.5947,0.3262,5.4637,0.32
TAS2R30,CUST_1171_PI416379584,0.5356,0.6425,0.3684,5.9705,0.368
PUS1,A_23_P251771,0.5356,0.6225,0.3901,5.7677,0.393
IKBKAP,A_23_P169189,0.5355,0.663,0.3623,6.1248,0.364
HSD17B10,CUST_15587_PI416261804,0.5355,0.6455,0.3752,5.4801,0.376
PKNOX1,A_23_P211299,0.5355,0.6455,0.3735,5.4951,0.385
PPP2R1B,CUST_4759_PI416261804,0.5355,0.6286,0.3623,6.6202,0.365
WNT5B,A_23_P53588,0.5354,0.6473,0.3653,7.64,0.365
SURF6,A_24_P21447,0.5354,0.6207,0.3416,5.3675,0.341
IFRD2,A_23_P92132,0.5354,0.6292,0.3557,3.9931,0.354
C17orf69,A_24_P305038,0.5354,0.6001,0.3414,7.9006,0.344
TUBG1,CUST_10124_PI416261804,0.5353,0.6612,0.3763,4.8927,0.376
NOC2L,A_23_P138058,0.5353,0.66,0.3696,4.5022,0.37
HS1BP3,A_24_P139943,0.5353,0.6407,0.3774,5.2645,0.375
TMEM86B,A_24_P121956,0.5352,0.6255,0.3736,6.334,0.378
RPS2P32,CUST_3434_PI416261804,0.5351,0.6394,0.3713,5.6259,0.373
UPRT,A_24_P185986,0.5351,0.6249,0.3663,3.9799,0.372
PJA2,A_23_P133470,0.5351,0.608,0.3375,5.3754,0.335
LAMA1,A_32_P313405,0.5351,0.6025,0.3655,10.3752,0.366
FKRP,CUST_13894_PI416261804,0.535,0.6158,0.3325,7.6303,0.332
PCDHGB4,A_23_P359588,0.535,0.5203,0.2742,6.4574,0.276
DAP,A_23_P92687,0.535,0.6007,0.3616,7.0414,0.364
NPB,A_23_P300740,0.535,0.5874,0.3743,9.3275,0.375
C7orf47,A_23_P82299,0.5349,0.5312,0.2763,4.3646,0.276
KIAA0649,A_23_P146497,0.5348,0.6273,0.353,6.0978,0.363
RGS11,A_23_P118122,0.5348,0.6001,0.3043,5.1698,0.302
OSGEP,A_23_P54079,0.5347,0.605,0.3352,5.6154,0.337
MYCBP,A_23_P201655,0.5347,0.4586,0.2582,5.4375,0.258
SEPHS1,CUST_4519_PI416261804,0.5346,0.6334,0.36,4.0279,0.361
LOC283588,A_32_P88946,0.5346,0.5251,0.2529,6.5557,0.256
SKI,A_23_P325631,0.5346,0.5947,0.3593,6.234,0.359
C1orf112,A_23_P11862,0.5345,0.5898,0.3194,4.7083,0.317
BCAR3,A_23_P97394,0.5345,0.582,0.3198,7.7505,0.319
PPP1R2,A_32_P17133,0.5345,0.5832,0.3267,4.0257,0.327
GPT2,A_23_P37892,0.5345,0.6171,0.3832,5.9737,0.388
BLCAP,A_23_P419624,0.5345,0.5681,0.3667,7.4219,0.366
PPIE,A_23_P74526,0.5344,0.6788,0.3866,7.4215,0.395
RC3H1,A_32_P96807,0.5344,0.6279,0.3419,4.9011,0.342
LUC7L2,A_23_P59791,0.5344,0.5808,0.315,4.7418,0.315
ATP5G3,A_23_P56680,0.5344,0.6219,0.3737,5.5919,0.375
WASH2P,A_23_P11742,0.5344,0.6237,0.3649,5.5377,0.363
C10orf119,A_23_P202594,0.5343,0.6546,0.3646,4.8137,0.366
R3HDM2,A_23_P10374,0.5343,0.6407,0.4081,5.0925,0.412
LOC100129502,CUST_3955_PI416261804,0.5343,0.6074,0.3296,6.4499,0.337
IMPDH1,A_24_P89708,0.5343,0.542,0.3407,8.5061,0.346
NSUN5,A_23_P251505,0.5342,0.6249,0.3347,4.2465,0.333
LETM1,A_23_P94998,0.5342,0.6612,0.3831,4.8393,0.384
ASAH1,A_23_P216325,0.5341,0.6134,0.3501,5.995,0.357
LOC401397,A_32_P158302,0.534,0.6328,0.3541,4.9143,0.366
C9orf95,CUST_8170_PI416261804,0.534,0.6897,0.3906,6.4282,0.396
WNK2,A_23_P410473,0.534,0.5989,0.3421,6.2878,0.339
GPRASP1,A_23_P96590,0.534,0.6007,0.3392,5.3852,0.342
DHX40,CUST_6541_PI416261804,0.534,0.6025,0.3297,3.7048,0.342
PRPSAP2,A_23_P49646,0.5339,0.6098,0.3296,5.615,0.328
C3orf37,CUST_241_PI416261804,0.5339,0.6763,0.3758,4.8113,0.375
PPM1B,CUST_1130_PI416573500,0.5339,0.6485,0.3729,4.5599,0.371
COG1,CUST_11758_PI416261804,0.5339,0.6062,0.3367,4.5774,0.339
AK1,A_23_P217088,0.5339,0.542,0.2903,5.1806,0.29
ZFP64,A_23_P120467,0.5338,0.6661,0.3887,6.3575,0.39
PHKG2,A_23_P77682,0.5338,0.6624,0.3923,4.6444,0.392
PANX2,A_23_P155162,0.5338,0.5789,0.3574,6.4321,0.355
SLC41A2,CUST_7568_PI416261804,0.5338,0.5142,0.314,7.5888,0.312
LOC100128190,CUST_95_PI417507815,0.5337,0.6352,0.3798,7.8507,0.378
SERPINB8,A_24_P147461,0.5337,0.5995,0.3469,7.6492,0.347
PRKAR2A,A_23_P22214,0.5337,0.5929,0.3406,5.2176,0.342
SNRPG,A_23_P102235,0.5336,0.5917,0.3101,5.5376,0.307
ZNF782,CUST_1059_PI416379584,0.5336,0.4852,0.2416,4.3392,0.24
APOL1,A_24_P87931,0.5336,0.6509,0.3828,8.2453,0.383
ACSS1,A_23_P120594,0.5336,0.588,0.3302,7.3777,0.326
LOC374491,A_32_P89827,0.5335,0.6745,0.3914,9.0209,0.399
NVL,A_23_P96990,0.5335,0.6092,0.3229,4.487,0.322
LOC100289279,CUST_3420_PI416261804,0.5334,0.6606,0.394,5.1358,0.395
DBI,A_23_P79199,0.5333,0.6201,0.3548,5.7913,0.354
FHAD1,A_32_P61495,0.5333,0.5445,0.2681,9.5327,0.271
LAPTM4A,A_23_P90659,0.5333,0.5765,0.349,4.0001,0.356
RNF181,A_23_P108708,0.5332,0.6261,0.3612,5.6477,0.36
SIGLEC11,A_23_P119322,0.5332,0.6388,0.3335,8.1561,0.335
STAM,CUST_15342_PI416261804,0.5332,0.6025,0.3456,4.5224,0.344
GZMA,CUST_15504_PI416261804,0.5332,0.6322,0.3669,8.23,0.373
KIAA0196,CUST_5457_PI416261804,0.5332,0.6213,0.3529,4.6402,0.353
RPS19BP1,CUST_4928_PI416261804,0.5331,0.6419,0.3788,5.1798,0.378
TUG1,A_23_P68868,0.5331,0.614,0.3551,4.0774,0.355
RNF160,A_32_P115505,0.5331,0.6655,0.3571,4.6565,0.356
PDAP1,A_23_P123256,0.5331,0.6388,0.4096,4.7106,0.41
LOC400590,CUST_305_PI417507815,0.533,0.6425,0.3591,4.2059,0.368
RFX7,A_23_P26107,0.533,0.585,0.3483,4.258,0.356
ATP8B3,CUST_7978_PI416261804,0.533,0.6279,0.3818,10.7961,0.384
ZFP14,CUST_1032_PI416261804,0.5329,0.6316,0.356,4.1436,0.354
NOP16,CUST_775_PI416573500,0.5329,0.5366,0.2957,4.4331,0.295
MAFG,A_23_P390044,0.5328,0.6183,0.3674,5.2017,0.364
LOC100129637,A_24_P8075,0.5327,0.5832,0.3324,6.289,0.329
CNPY2,A_23_P53288,0.5327,0.5414,0.3056,4.3864,0.304
SGTA,A_23_P108331,0.5327,0.5917,0.333,4.141,0.329
NME2,A_23_P141405,0.5327,0.6394,0.3723,5.1133,0.373
OAT,A_23_P98092,0.5327,0.6001,0.3657,6.6137,0.365
GZMB,A_23_P117602,0.5326,0.6806,0.4112,7.7737,0.415
DISP1,A_23_P201319,0.5326,0.5862,0.3541,4.7698,0.361
C17orf97,CUST_6411_PI416261804,0.5325,0.6031,0.3415,6.2248,0.351
B3GNT8,CUST_10309_PI416261804,0.5325,0.6092,0.3863,19.3003,0.386
C11orf46,A_24_P73036,0.5325,0.6134,0.3762,5.9414,0.382
BBS10,A_23_P95612,0.5325,0.6074,0.3607,4.0954,0.359
CAPN10,A_23_P312217,0.5325,0.6177,0.3823,6.5069,0.385
POU2F1,A_23_P424002,0.5325,0.5596,0.3294,6.824,0.328
LOC100289173,CUST_3996_PI416261804,0.5324,0.6273,0.3462,5.536,0.345
SP7,CUST_9824_PI416261804,0.5324,0.582,0.312,8.3062,0.323
SRPR,A_24_P321369,0.5324,0.6273,0.3705,4.9384,0.372
PLTP,CUST_9922_PI416261804,0.5324,0.5221,0.2915,8.0447,0.288
UGCG,A_23_P313389,0.5323,0.6709,0.3736,6.5419,0.379
ZNF222,A_23_P218517,0.5323,0.6225,0.3528,4.832,0.351
FAM175B,CUST_5995_PI416261804,0.5323,0.608,0.3299,4.3887,0.34
ARL16,A_32_P207180,0.5323,0.6292,0.3887,5.1243,0.395
FAM127B,A_23_P62429,0.5322,0.6388,0.353,3.5873,0.356
HISPPD2A,CUST_7989_PI416261804,0.5322,0.5348,0.2687,6.6485,0.276
PARVA,A_24_P124370,0.5322,0.6195,0.3554,5.2265,0.355
SDHALP1,A_24_P58944,0.5322,0.657,0.387,4.6316,0.387
GTF2H2C,CUST_437_PI416408490,0.5321,0.6382,0.3405,5.2646,0.338
C3orf34,A_32_P212058,0.5321,0.6431,0.3502,4.7276,0.355
PHYHD1,A_23_P72001,0.5321,0.588,0.3601,7.3941,0.364
BFAR,A_23_P65963,0.532,0.6636,0.3772,5.426,0.381
SERPINB9,A_32_P38323,0.532,0.6558,0.3803,5.563,0.381
OR6C65,CUST_45_PI416573500,0.5319,0.6225,0.3744,8.7881,0.377
MLH1,A_23_P69058,0.5318,0.6419,0.3377,5.4186,0.337
ZNF821,A_23_P77669,0.5318,0.5529,0.3058,4.6826,0.304
FAM35A,A_32_P180210,0.5318,0.6431,0.3771,4.9763,0.385
CSE1L,A_23_P17393,0.5318,0.6098,0.3588,4.8194,0.358
ADCK5,A_23_P94365,0.5317,0.6213,0.35,5.3251,0.358
FLJ40852,A_24_P149445,0.5317,0.5838,0.3349,8.7237,0.342
GTF2H2D,A_24_P274640,0.5316,0.5862,0.3029,6.0538,0.3
AP2A1,A_23_P4885,0.5315,0.605,0.3497,5.2931,0.349
TPP2,CUST_13987_PI416261804,0.5315,0.6116,0.3771,4.0016,0.383
C17orf42,A_24_P365048,0.5314,0.6709,0.3679,7.4194,0.374
SHISA2,A_32_P55241,0.5314,0.5681,0.3125,7.5091,0.315
FBXL15,A_23_P12635,0.5314,0.565,0.3173,4.0277,0.32
C11orf51,A_24_P244410,0.5313,0.6467,0.38,4.858,0.385
